unique_agent_id,canonical_id,record_id,agent_full_name,agent_mls_id,agent_state_license,agent_preferred_phone,agent_email,office_name,state,mls_source,true_agent_id,test_case,norm_phone,norm_license,norm_name,norm_email,norm_office,first_name,last_name,email_username,email_domain,null_count,records_merged
AGT00093,REC00108,REC00108,Elizabeth Smith,MLS189318,TX62521,355-352-5978,elizabeth.smith@remax.com,Smith Realty Group,TX,SABOR_TX,0ca37c4a,TC3_phone_changed,3553525978.0,62521.0,elizabeth smith,elizabeth.smith@remax.com,smith group,elizabeth,smith,elizabeth.smith,remax.com,0,2
AGT00094,REC00110,REC00110,Barbara King,MLS739244,NY-59856,(512) 782-1986,barbara.king@realty.com,King Realty Group,NY,MLSLI_NY,0c424b58,TC3_phone_changed,5127821986.0,59856.0,barbara king,barbara.king@realty.com,king group,barbara,king,barbara.king,realty.com,0,2
AGT00095,REC00112,REC00111,Jennifer Williams,MLS102805,CA-030517,4453772229,jennifer.williams@coldwellbanker.com,Williams Realty Group,CA,CRMLS_CA,0bb60a42,TC3_phone_changed,4453772229.0,30517.0,jennifer williams,jennifer.williams@coldwellbanker.com,williams group,jennifer,williams,jennifer.williams,coldwellbanker.com,0,2
AGT00096,REC00114,REC00113,William Wilson,MLS671015,NY25043,(877) 402-7965,william.wilson@kw.com,Wilson Realty Group,NY,REBNY_NY,7267e194,TC3_phone_changed,8774027965.0,25043.0,william wilson,william.wilson@kw.com,wilson group,william,wilson,william.wilson,kw.com,0,2
AGT00097,REC00116,REC00116,James Brown,MLS553014,45683,+12828121653,james.brown@kw.com,Brown Realty Group,FL,MIAMI_FL,f8c400df,TC3_phone_changed,2828121653.0,45683.0,james brown,james.brown@kw.com,brown group,james,brown,james.brown,kw.com,0,2
AGT00098,REC00118,REC00117,Thomas Williams,MLS961322,98117,+18907891339,thomas.williams@gmail.com,Williams Realty Group,CA,CRMLS_CA,214a02e4,TC3_phone_changed,8907891339.0,98117.0,thomas williams,thomas.williams@gmail.com,williams group,thomas,williams,thomas.williams,gmail.com,0,2
AGT00099,REC00120,REC00119,Elizabeth Allen,MLS464863,FL-071605,850.703.2494,elizabeth.allen@cbunited.com,Allen Realty Group,FL,MFRMLS_FL,94aecf5f,TC3_phone_changed,8507032494.0,71605.0,elizabeth allen,elizabeth.allen@cbunited.com,allen group,elizabeth,allen,elizabeth.allen,cbunited.com,0,2
AGT00100,REC00122,REC00121,Patricia Young,MLS438977,NC-43082,6652906153,patricia.young@gmail.com,Young Realty Group,NC,CRMLS_NC,5217f2f0,TC3_phone_changed,6652906153.0,43082.0,patricia young,patricia.young@gmail.com,young group,patricia,young,patricia.young,gmail.com,0,2
AGT00101,REC00124,REC00123,Barbara Martin,MLS675898,FL45003,978.252.4335,barbara.martin@coldwellbanker.com,Martin Realty Group,FL,MFRMLS_FL,aa918b5b,TC3_phone_changed,9782524335.0,45003.0,barbara martin,barbara.martin@coldwellbanker.com,martin group,barbara,martin,barbara.martin,coldwellbanker.com,0,2
AGT00102,REC00126,REC00126,Jennifer Young,MLS851413,39451,+18633579165,jennifer.young@kw.com,Young Realty Group,NC,NWMLS_NC,04d2ce15,TC3_phone_changed,8633579165.0,39451.0,jennifer young,jennifer.young@kw.com,young group,jennifer,young,jennifer.young,kw.com,0,2
AGT00103,REC00128,REC00127,Patricia Martin,MLS299869,LIC-FL-60277,+14496673369,patricia.martin@outlook.com,Martin Realty Group,FL,MFRMLS_FL,4faa03f8,TC3_phone_changed,4496673369.0,60277.0,patricia martin,patricia.martin@outlook.com,martin group,patricia,martin,patricia.martin,outlook.com,0,2
AGT00104,REC00130,REC00130,Jennifer Taylor,MLS495533,NY-029476,540.765.9903,jennifer.taylor@realty.com,Taylor Realty Group,NY,MLSLI_NY,3270a008,TC3_phone_changed,5407659903.0,29476.0,jennifer taylor,jennifer.taylor@realty.com,taylor group,jennifer,taylor,jennifer.taylor,realty.com,0,2
AGT00105,REC00133,REC00131,William Allen,MLS880879,FL-015720,4399947730,william.allen@remax.com,Allen & Associates,FL,BRIGHT_FL,705a43fe,TC4_email_variation,4399947730.0,15720.0,william allen,william.allen@remax.com,allen associates,william,allen,william.allen,remax.com,0,3
AGT00106,REC00135,REC00136,Robert Thompson,MLS659543,FL-063736,215.939.3361,robertt@coldwellbanker.com,Thompson & Associates,FL,BRIGHT_FL,862781a0,TC4_email_variation,2159393361.0,63736.0,robert thompson,robertt@coldwellbanker.com,thompson associates,robert,thompson,robertt,coldwellbanker.com,0,3
AGT00107,REC00139,REC00137,Thomas King,MLS194769,NC-039817,440-846-5708,thomas.king@yahoo.com,King & Associates,NC,NWMLS_NC,9f3ddedd,TC4_email_variation,4408465708.0,39817.0,thomas king,thomas.king@yahoo.com,king associates,thomas,king,thomas.king,yahoo.com,0,3
AGT00108,REC00142,REC00140,Patricia Jones,MLS182804,LIC-CA-32280,7436213950,patricia.jones@realty.com,Jones & Associates,CA,NWMLS_CA,e2acc578,TC4_email_variation,7436213950.0,32280.0,patricia jones,patricia.jones@realty.com,jones associates,patricia,jones,patricia.jones,realty.com,0,3
AGT00109,REC00145,REC00144,Jennifer Young,MLS308894,CA-087014,2756526661,jyoung@yahoo.com,Young & Associates,CA,CRMLS_CA,35dcb509,TC4_email_variation,2756526661.0,87014.0,jennifer young,jyoung@yahoo.com,young associates,jennifer,young,jyoung,yahoo.com,0,3
AGT00110,REC00148,REC00148,Jennifer Johnson,MLS892280,FL89482,481-208-1803,jenniferj@gmail.com,Johnson & Associates,FL,MIAMI_FL,29927e4a,TC4_email_variation,4812081803.0,89482.0,jennifer johnson,jenniferj@gmail.com,johnson associates,jennifer,johnson,jenniferj,gmail.com,0,3
AGT00111,REC00150,REC00149,James Smith,MLS442589,NY-021813,(573) 949-3153,james.smith@realty.com,Smith & Associates,NY,REBNY_NY,652786fd,TC4_email_variation,5739493153.0,21813.0,james smith,james.smith@realty.com,smith associates,james,smith,james.smith,realty.com,0,3
AGT00112,REC00154,REC00153,James Williams,MLS229592,CA-083048,972.431.7511,jwilliams@kw.com,Williams & Associates,CA,MATRIX_CA,b280c279,TC4_email_variation,9724317511.0,83048.0,james williams,jwilliams@kw.com,williams associates,james,williams,jwilliams,kw.com,0,3
AGT00113,REC00157,REC00155,Thomas King,MLS766269,NY-094889,535.824.4626,thomas.king@remax.com,King & Associates,NY,REBNY_NY,952022d4,TC4_email_variation,5358244626.0,94889.0,thomas king,thomas.king@remax.com,king associates,thomas,king,thomas.king,remax.com,0,3
AGT00114,REC00160,REC00158,James Thomas,MLS203831,NY-064379,+16298013531,james.thomas@remax.com,Thomas & Associates,NY,MLSLI_NY,526f8b59,TC4_email_variation,6298013531.0,64379.0,james thomas,james.thomas@remax.com,thomas associates,james,thomas,james.thomas,remax.com,0,3
AGT00115,REC00163,REC00163,Michael Smith,MLS315173,FL-69600,+14823943001,michaels@realty.com,Smith & Associates,FL,BRIGHT_FL,1a5a8d11,TC4_email_variation,4823943001.0,69600.0,michael smith,michaels@realty.com,smith associates,michael,smith,michaels,realty.com,0,3
AGT00116,REC00166,REC00165,William Davis,MLS793169,TX-46342,(992) 351-1046,wdavis@gmail.com,Davis & Associates,TX,SABOR_TX,5fdfe87a,TC4_email_variation,9923511046.0,46342.0,william davis,wdavis@gmail.com,davis associates,william,davis,wdavis,gmail.com,0,3
AGT00117,REC00169,REC00168,Elizabeth Wilson,MLS638169,LIC-NC-78955,329-959-7897,ewilson@coldwellbanker.com,Wilson & Associates,NC,FLEX_NC,3a87bc74,TC4_email_variation,3299597897.0,78955.0,elizabeth wilson,ewilson@coldwellbanker.com,wilson associates,elizabeth,wilson,ewilson,coldwellbanker.com,0,3
AGT00118,REC00171,REC00170,Thomas Smith,MLS565108,FL-74260,611-636-2768,thomas.smith@cbunited.com,Smith & Associates,FL,BRIGHT_FL,5c62f438,TC4_email_variation,6116362768.0,74260.0,thomas smith,thomas.smith@cbunited.com,smith associates,thomas,smith,thomas.smith,cbunited.com,0,3
AGT00119,REC00175,REC00175,Barbara Thompson,MLS518098,TX-022999,664-717-8048,barbarat@cbunited.com,Thompson & Associates,TX,SABOR_TX,3870904a,TC4_email_variation,6647178048.0,22999.0,barbara thompson,barbarat@cbunited.com,thompson associates,barbara,thompson,barbarat,cbunited.com,0,3
AGT00120,REC00178,REC00176,Michael Wilson,MLS972176,TX-18799,356-903-8770,michael.wilson@remax.com,Wilson & Associates,TX,NTREIS_TX,4268ac48,TC4_email_variation,3569038770.0,18799.0,michael wilson,michael.wilson@remax.com,wilson associates,michael,wilson,michael.wilson,remax.com,0,3
AGT00121,REC00181,REC00181,Michael White,MLS485415,NC-56090,494.814.6119,michaelw@realty.com,White & Associates,NC,NWMLS_NC,ba5fa866,TC4_email_variation,4948146119.0,56090.0,michael white,michaelw@realty.com,white associates,michael,white,michaelw,realty.com,0,3
AGT00122,REC00184,REC00182,Linda King,MLS969752,89822,891-858-1430,linda.king@outlook.com,King & Associates,NY,MLSLI_NY,2bfd4d1b,TC4_email_variation,8918581430.0,89822.0,linda king,linda.king@outlook.com,king associates,linda,king,linda.king,outlook.com,0,3
AGT00123,REC00187,REC00185,Elizabeth Johnson,MLS575682,59308,(964) 743-4524,elizabeth.johnson@cbunited.com,Johnson & Associates,NC,NWMLS_NC,9a7c5a64,TC4_email_variation,9647434524.0,59308.0,elizabeth johnson,elizabeth.johnson@cbunited.com,johnson associates,elizabeth,johnson,elizabeth.johnson,cbunited.com,0,3
AGT00124,REC00190,REC00188,Robert Wilson,MLS534303,89570,(877) 634-8957,robert.wilson@yahoo.com,Wilson & Associates,FL,MIAMI_FL,3270c37b,TC4_email_variation,8776348957.0,89570.0,robert wilson,robert.wilson@yahoo.com,wilson associates,robert,wilson,robert.wilson,yahoo.com,0,3
AGT00125,REC00194,REC00194,Barbara Smith,MLS685864,LIC-NC-27987,409.508.4460,barbara.smith@yahoo.com,Smith Real Estate,NC,NWMLS_NC,92a8c207,TC5_license_prefix,4095084460.0,27987.0,barbara smith,barbara.smith@yahoo.com,smith,barbara,smith,barbara.smith,yahoo.com,0,4
AGT00126,REC00198,REC00196,Thomas White,MLS220768,NC85465,6702796129,thomas.white@gmail.com,White Real Estate,NC,NWMLS_NC,14a29624,TC5_license_prefix,6702796129.0,85465.0,thomas white,thomas.white@gmail.com,white,thomas,white,thomas.white,gmail.com,0,4
AGT00127,REC00201,REC00199,William White,MLS882033,NY-61873,610.736.2288,william.white@realty.com,White Real Estate,NY,MLSLI_NY,2f145e59,TC5_license_prefix,6107362288.0,61873.0,william white,william.white@realty.com,white,william,white,william.white,realty.com,0,4
AGT00128,REC00206,REC00204,Elizabeth Wilson,MLS896788,CA95918,+13778163504,elizabeth.wilson@coldwellbanker.com,Wilson Real Estate,CA,MATRIX_CA,9d89a813,TC5_license_prefix,3778163504.0,95918.0,elizabeth wilson,elizabeth.wilson@coldwellbanker.com,wilson,elizabeth,wilson,elizabeth.wilson,coldwellbanker.com,0,4
AGT00129,REC00210,REC00208,James Harris,MLS139434,TX56129,481-805-1920,james.harris@cbunited.com,Harris Real Estate,TX,SABOR_TX,2fef3194,TC5_license_prefix,4818051920.0,56129.0,james harris,james.harris@cbunited.com,harris,james,harris,james.harris,cbunited.com,0,4
AGT00130,REC00214,REC00214,Barbara Miller,MLS648141,LIC-TX-29773,+18196879214,barbara.miller@outlook.com,Miller Real Estate,TX,SABOR_TX,957fe149,TC5_license_prefix,8196879214.0,29773.0,barbara miller,barbara.miller@outlook.com,miller,barbara,miller,barbara.miller,outlook.com,0,4
AGT00131,REC00217,REC00218,Michael Taylor,MLS185461,LIC-FL-98984,+16189936543,michael.taylor@outlook.com,Taylor Real Estate,FL,MIAMI_FL,dbb0963b,TC5_license_prefix,6189936543.0,98984.0,michael taylor,michael.taylor@outlook.com,taylor,michael,taylor,michael.taylor,outlook.com,0,4
AGT00132,REC00221,REC00220,Jennifer Jackson,MLS836971,CA50577,+18099252388,jennifer.jackson@yahoo.com,Jackson Real Estate,CA,MATRIX_CA,3ab28108,TC5_license_prefix,8099252388.0,50577.0,jennifer jackson,jennifer.jackson@yahoo.com,jackson,jennifer,jackson,jennifer.jackson,yahoo.com,0,4
AGT00133,REC00226,REC00225,Michael Martin,MLS495019,20114,(431) 340-3538,michael.martin@outlook.com,Martin Real Estate,CA,CRMLS_CA,a66dc66f,TC5_license_prefix,4313403538.0,20114.0,michael martin,michael.martin@outlook.com,martin,michael,martin,michael.martin,outlook.com,0,4
AGT00134,REC00229,REC00229,James Smith,MLS485709,68222,+15738924891,james.smith@coldwellbanker.com,Smith Real Estate,FL,MIAMI_FL,7700fe54,TC5_license_prefix,5738924891.0,68222.0,james smith,james.smith@coldwellbanker.com,smith,james,smith,james.smith,coldwellbanker.com,0,4
AGT00135,REC00234,REC00234,Linda White,MLS638289,LIC-CA-42768,(404) 819-3267,linda.white@remax.com,White Real Estate,CA,CRMLS_CA,3f6e7f67,TC5_license_prefix,4048193267.0,42768.0,linda white,linda.white@remax.com,white,linda,white,linda.white,remax.com,0,4
AGT00136,REC00238,REC00238,William Harris,MLS140163,LIC-TX-61964,227.624.1872,william.harris@coldwellbanker.com,Harris Real Estate,TX,HAR_TX,f693dac2,TC5_license_prefix,2276241872.0,61964.0,william harris,william.harris@coldwellbanker.com,harris,william,harris,william.harris,coldwellbanker.com,0,4
AGT00137,REC00242,REC00239,Elizabeth Martin,MLS326130,FL-12490,(830) 205-2298,elizabeth.martin@remax.com,Martin Real Estate,FL,MFRMLS_FL,6faeeebe,TC5_license_prefix,8302052298.0,12490.0,elizabeth martin,elizabeth.martin@remax.com,martin,elizabeth,martin,elizabeth.martin,remax.com,0,4
AGT00138,REC00246,REC00245,Robert Martin,MLS698384,85372,7482169443,robert.martin@outlook.com,Martin Real Estate,NY,NYSMLS_NY,dad98f26,TC5_license_prefix,7482169443.0,85372.0,robert martin,robert.martin@outlook.com,martin,robert,martin,robert.martin,outlook.com,0,4
AGT00139,REC00250,REC00250,Linda Young,MLS870899,LIC-NY-61177,719.767.1333,linda.young@outlook.com,Young Real Estate,NY,REBNY_NY,7278bd49,TC5_license_prefix,7197671333.0,61177.0,linda young,linda.young@outlook.com,young,linda,young,linda.young,outlook.com,0,4
AGT00140,REC00254,REC00253,Michael Young,MLS311383,72722,858-379-8612,michael.young@realty.com,Young Real Estate,TX,NTREIS_TX,0536a971,TC5_license_prefix,8583798612.0,72722.0,michael young,michael.young@realty.com,young,michael,young,michael.young,realty.com,0,4
AGT00141,REC00258,REC00257,James Wilson,MLS879414,47501,9718624131,james.wilson@remax.com,Wilson Real Estate,NC,NWMLS_NC,470debc5,TC5_license_prefix,9718624131.0,47501.0,james wilson,james.wilson@remax.com,wilson,james,wilson,james.wilson,remax.com,0,4
AGT00142,REC00262,REC00262,Linda Wilson,MLS852524,LIC-NC-66440,9446342293,linda.wilson@outlook.com,Wilson Real Estate,NC,FLEX_NC,b1917b7f,TC5_license_prefix,9446342293.0,66440.0,linda wilson,linda.wilson@outlook.com,wilson,linda,wilson,linda.wilson,outlook.com,0,4
AGT00143,REC00265,REC00265,James Thomas,MLS940010,90589,(243) 944-6776,james.thomas@gmail.com,Thomas Real Estate,FL,MFRMLS_FL,2c1e48e2,TC5_license_prefix,2439446776.0,90589.0,james thomas,james.thomas@gmail.com,thomas,james,thomas,james.thomas,gmail.com,0,4
AGT00144,REC00270,REC00268,Elizabeth Williams,MLS571778,CA57467,997.860.7001,elizabeth.williams@cbunited.com,Williams Real Estate,CA,NWMLS_CA,0b826893,TC5_license_prefix,9978607001.0,57467.0,elizabeth williams,elizabeth.williams@cbunited.com,williams,elizabeth,williams,elizabeth.williams,cbunited.com,0,4
AGT00145,REC00271,REC00271,John Smith,MLS642895,CA-075410,+13162264048,john.smith@kw.com,Century 21,CA,MATRIX_CA,6f1246e8,TC6_similar_name_different_agent,3162264048.0,75410.0,john smith,john.smith@kw.com,century 21,john,smith,john.smith,kw.com,0,1
AGT00146,REC00272,REC00272,John Smith,MLS309902,FL-74382,(419) 826-5678,john.smith@coldwellbanker.com,RE/MAX,FL,BRIGHT_FL,497d833b,TC6_similar_name_different_agent,4198265678.0,74382.0,john smith,john.smith@coldwellbanker.com,remax,john,smith,john.smith,coldwellbanker.com,0,1
AGT00147,REC00273,REC00273,John Smith,MLS464301,FL-97535,+12898986236,smith.john@kw.com,Century 21,FL,MFRMLS_FL,0d30aa3a,TC6_similar_name_different_agent,2898986236.0,97535.0,john smith,smith.john@kw.com,century 21,john,smith,smith.john,kw.com,0,1
AGT00148,REC00274,REC00274,John Johnson,MLS930541,TX36342,(720) 429-2988,john_johnson@gmail.com,Century 21,TX,HAR_TX,c2844325,TC6_similar_name_different_agent,7204292988.0,36342.0,john johnson,john_johnson@gmail.com,century 21,john,johnson,john_johnson,gmail.com,0,1
AGT00149,REC00275,REC00275,John Johnson,MLS190403,NY-90209,577.678.3126,john_johnson@coldwellbanker.com,Coldwell Banker,NY,MLSLI_NY,763c2d0e,TC6_similar_name_different_agent,5776783126.0,90209.0,john johnson,john_johnson@coldwellbanker.com,coldwell banker,john,johnson,john_johnson,coldwellbanker.com,0,1
AGT00150,REC00276,REC00276,John Williams,MLS588461,LIC-CA-68979,524.857.2215,jwilliams@outlook.com,RE/MAX,CA,NWMLS_CA,9ab83f99,TC6_similar_name_different_agent,5248572215.0,68979.0,john williams,jwilliams@outlook.com,remax,john,williams,jwilliams,outlook.com,0,1
AGT00151,REC00277,REC00277,John Williams,MLS418897,NY30056,(256) 327-9488,johnw@realty.com,Century 21,NY,NYSMLS_NY,f10919eb,TC6_similar_name_different_agent,2563279488.0,30056.0,john williams,johnw@realty.com,century 21,john,williams,johnw,realty.com,0,1
AGT00152,REC00278,REC00278,John Brown,MLS755383,26406,+14564015496,brown.john@yahoo.com,RE/MAX,NC,FLEX_NC,41c09d34,TC6_similar_name_different_agent,4564015496.0,26406.0,john brown,brown.john@yahoo.com,remax,john,brown,brown.john,yahoo.com,0,1
AGT00153,REC00279,REC00279,John Brown,MLS143195,NY-83874,357-375-6531,john.brown@kw.com,RE/MAX,NY,NYSMLS_NY,e11bccae,TC6_similar_name_different_agent,3573756531.0,83874.0,john brown,john.brown@kw.com,remax,john,brown,john.brown,kw.com,0,1
AGT00154,REC00280,REC00280,John Brown,MLS757629,LIC-FL-75278,832.854.1496,johnb@coldwellbanker.com,RE/MAX,FL,BRIGHT_FL,dbd15e04,TC6_similar_name_different_agent,8328541496.0,75278.0,john brown,johnb@coldwellbanker.com,remax,john,brown,johnb,coldwellbanker.com,0,1
AGT00155,REC00281,REC00281,John Jones,MLS560959,TX-030719,6642741981,john_jones@realty.com,Century 21,TX,HAR_TX,5601e2e3,TC6_similar_name_different_agent,6642741981.0,30719.0,john jones,john_jones@realty.com,century 21,john,jones,john_jones,realty.com,0,1
AGT00156,REC00282,REC00282,John Jones,MLS518084,CA55268,520.935.6231,jones.john@yahoo.com,Century 21,CA,CRMLS_CA,e53b0158,TC6_similar_name_different_agent,5209356231.0,55268.0,john jones,jones.john@yahoo.com,century 21,john,jones,jones.john,yahoo.com,0,1
AGT00157,REC00283,REC00283,John Jones,MLS247720,FL-42495,325-473-8366,johnj@remax.com,Coldwell Banker,FL,MFRMLS_FL,2664b674,TC6_similar_name_different_agent,3254738366.0,42495.0,john jones,johnj@remax.com,coldwell banker,john,jones,johnj,remax.com,0,1
AGT00158,REC00284,REC00284,Mary Smith,MLS900190,TX34881,7919386123,smith.mary@coldwellbanker.com,Coldwell Banker,TX,SABOR_TX,e0e6ff54,TC6_similar_name_different_agent,7919386123.0,34881.0,mary smith,smith.mary@coldwellbanker.com,coldwell banker,mary,smith,smith.mary,coldwellbanker.com,0,1
AGT00159,REC00285,REC00285,Mary Smith,MLS579441,FL76249,(223) 292-7442,smith.mary@cbunited.com,Keller Williams,FL,MFRMLS_FL,53de962b,TC6_similar_name_different_agent,2232927442.0,76249.0,mary smith,smith.mary@cbunited.com,keller williams,mary,smith,smith.mary,cbunited.com,0,1
AGT00160,REC00286,REC00286,Mary Johnson,MLS662761,FL-47453,811-869-8710,mary_johnson@outlook.com,Century 21,FL,BRIGHT_FL,eb033fe8,TC6_similar_name_different_agent,8118698710.0,47453.0,mary johnson,mary_johnson@outlook.com,century 21,mary,johnson,mary_johnson,outlook.com,0,1
AGT00161,REC00287,REC00287,Mary Johnson,MLS520040,TX-15930,+19826126995,johnson.mary@realty.com,Century 21,TX,HAR_TX,dcbf7c8b,TC6_similar_name_different_agent,9826126995.0,15930.0,mary johnson,johnson.mary@realty.com,century 21,mary,johnson,johnson.mary,realty.com,0,1
AGT00162,REC00288,REC00288,Mary Johnson,MLS901535,LIC-TX-69028,275.595.9261,johnson.mary@yahoo.com,RE/MAX,TX,NTREIS_TX,f0dc3415,TC6_similar_name_different_agent,2755959261.0,69028.0,mary johnson,johnson.mary@yahoo.com,remax,mary,johnson,johnson.mary,yahoo.com,0,1
AGT00163,REC00289,REC00289,Mary Williams,MLS308727,LIC-TX-28909,+15477716990,mary_williams@gmail.com,Keller Williams,TX,NTREIS_TX,449b56bf,TC6_similar_name_different_agent,5477716990.0,28909.0,mary williams,mary_williams@gmail.com,keller williams,mary,williams,mary_williams,gmail.com,0,1
AGT00164,REC00290,REC00290,Mary Williams,MLS579187,CA78069,+19305418761,williams.mary@outlook.com,Century 21,CA,MATRIX_CA,1fb0efd0,TC6_similar_name_different_agent,9305418761.0,78069.0,mary williams,williams.mary@outlook.com,century 21,mary,williams,williams.mary,outlook.com,0,1
AGT00165,REC00291,REC00291,Mary Williams,MLS452713,LIC-TX-87820,+13666025902,williams.mary@coldwellbanker.com,Century 21,TX,SABOR_TX,c563f693,TC6_similar_name_different_agent,3666025902.0,87820.0,mary williams,williams.mary@coldwellbanker.com,century 21,mary,williams,williams.mary,coldwellbanker.com,0,1
AGT00166,REC00292,REC00292,Mary Brown,MLS712056,64596,539-889-2795,brown.mary@coldwellbanker.com,Century 21,TX,HAR_TX,5ffcba44,TC6_similar_name_different_agent,5398892795.0,64596.0,mary brown,brown.mary@coldwellbanker.com,century 21,mary,brown,brown.mary,coldwellbanker.com,0,1
AGT00167,REC00293,REC00293,Mary Brown,MLS603787,NY86483,+17914331841,brown.mary@remax.com,RE/MAX,NY,NYSMLS_NY,323bfb43,TC6_similar_name_different_agent,7914331841.0,86483.0,mary brown,brown.mary@remax.com,remax,mary,brown,brown.mary,remax.com,0,1
AGT00168,REC00294,REC00294,Mary Jones,MLS119857,NC-035006,786.917.2800,mary_jones@outlook.com,Coldwell Banker,NC,FLEX_NC,34a68c7a,TC6_similar_name_different_agent,7869172800.0,35006.0,mary jones,mary_jones@outlook.com,coldwell banker,mary,jones,mary_jones,outlook.com,0,1
AGT00169,REC00295,REC00295,Mary Jones,MLS840058,CA18163,+16207138726,mjones@cbunited.com,Coldwell Banker,CA,MATRIX_CA,03e39c9a,TC6_similar_name_different_agent,6207138726.0,18163.0,mary jones,mjones@cbunited.com,coldwell banker,mary,jones,mjones,cbunited.com,0,1
AGT00170,REC00296,REC00296,David Smith,MLS672808,54869,377.670.9734,smith.david@coldwellbanker.com,RE/MAX,TX,NTREIS_TX,d0442c5d,TC6_similar_name_different_agent,3776709734.0,54869.0,david smith,smith.david@coldwellbanker.com,remax,david,smith,smith.david,coldwellbanker.com,0,1
AGT00171,REC00297,REC00297,David Smith,MLS908634,49008,(771) 505-4684,david_smith@cbunited.com,Coldwell Banker,TX,SABOR_TX,2793ecf7,TC6_similar_name_different_agent,7715054684.0,49008.0,david smith,david_smith@cbunited.com,coldwell banker,david,smith,david_smith,cbunited.com,0,1
AGT00172,REC00298,REC00298,David Smith,MLS701334,LIC-NY-25974,9384805715,david_smith@cbunited.com,RE/MAX,NY,MLSLI_NY,53ad53f6,TC6_similar_name_different_agent,9384805715.0,25974.0,david smith,david_smith@cbunited.com,remax,david,smith,david_smith,cbunited.com,0,1
AGT00173,REC00299,REC00299,David Johnson,MLS787836,67983,9312806674,djohnson@realty.com,Century 21,TX,HAR_TX,4c883249,TC6_similar_name_different_agent,9312806674.0,67983.0,david johnson,djohnson@realty.com,century 21,david,johnson,djohnson,realty.com,0,1
AGT00174,REC00300,REC00300,David Johnson,MLS153231,LIC-TX-41779,(340) 311-4920,djohnson@gmail.com,Keller Williams,TX,SABOR_TX,3b361239,TC6_similar_name_different_agent,3403114920.0,41779.0,david johnson,djohnson@gmail.com,keller williams,david,johnson,djohnson,gmail.com,0,1
AGT00175,REC00301,REC00301,David Williams,MLS677086,FL10679,3028973252,david_williams@coldwellbanker.com,RE/MAX,FL,MIAMI_FL,711a10bd,TC6_similar_name_different_agent,3028973252.0,10679.0,david williams,david_williams@coldwellbanker.com,remax,david,williams,david_williams,coldwellbanker.com,0,1
AGT00176,REC00302,REC00302,David Williams,MLS783984,LIC-TX-21725,(492) 861-1969,williams.david@gmail.com,RE/MAX,TX,SABOR_TX,2d05c7d2,TC6_similar_name_different_agent,4928611969.0,21725.0,david williams,williams.david@gmail.com,remax,david,williams,williams.david,gmail.com,0,1
AGT00177,REC00303,REC00303,David Williams,MLS885386,34420,237-606-9116,david.williams@kw.com,Keller Williams,CA,NWMLS_CA,99b05848,TC6_similar_name_different_agent,2376069116.0,34420.0,david williams,david.williams@kw.com,keller williams,david,williams,david.williams,kw.com,0,1
AGT00178,REC00304,REC00304,David Brown,MLS240718,LIC-FL-74738,8567569590,davidb@realty.com,Keller Williams,FL,MIAMI_FL,1e104575,TC6_similar_name_different_agent,8567569590.0,74738.0,david brown,davidb@realty.com,keller williams,david,brown,davidb,realty.com,0,1
AGT00179,REC00305,REC00305,David Brown,MLS114768,34405,948.669.5215,brown.david@realty.com,RE/MAX,CA,MATRIX_CA,d993836e,TC6_similar_name_different_agent,9486695215.0,34405.0,david brown,brown.david@realty.com,remax,david,brown,brown.david,realty.com,0,1
AGT00180,REC00306,REC00306,David Brown,MLS520304,FL-21368,(637) 727-6372,dbrown@coldwellbanker.com,Century 21,FL,MFRMLS_FL,faf2089c,TC6_similar_name_different_agent,6377276372.0,21368.0,david brown,dbrown@coldwellbanker.com,century 21,david,brown,dbrown,coldwellbanker.com,0,1
AGT00181,REC00307,REC00307,David Jones,MLS445637,44995,+15924418319,jones.david@gmail.com,Century 21,TX,HAR_TX,beefc195,TC6_similar_name_different_agent,5924418319.0,44995.0,david jones,jones.david@gmail.com,century 21,david,jones,jones.david,gmail.com,0,1
AGT00182,REC00308,REC00308,David Jones,MLS223967,TX-097528,909.441.2017,djones@remax.com,Century 21,TX,HAR_TX,9e0afc84,TC6_similar_name_different_agent,9094412017.0,97528.0,david jones,djones@remax.com,century 21,david,jones,djones,remax.com,0,1
AGT00183,REC00309,REC00309,Sarah Smith,MLS240057,TX-038721,(576) 829-4618,sarah_smith@cbunited.com,Coldwell Banker,TX,HAR_TX,ebd43e2d,TC6_similar_name_different_agent,5768294618.0,38721.0,sarah smith,sarah_smith@cbunited.com,coldwell banker,sarah,smith,sarah_smith,cbunited.com,0,1
AGT00184,REC00310,REC00310,Sarah Smith,MLS965708,NY97044,(682) 975-9806,smith.sarah@yahoo.com,Coldwell Banker,NY,NYSMLS_NY,b6f660e3,TC6_similar_name_different_agent,6829759806.0,97044.0,sarah smith,smith.sarah@yahoo.com,coldwell banker,sarah,smith,smith.sarah,yahoo.com,0,1
AGT00185,REC00311,REC00311,Sarah Johnson,MLS630041,NC81781,+17773142011,johnson.sarah@outlook.com,RE/MAX,NC,NWMLS_NC,ac0ddd17,TC6_similar_name_different_agent,7773142011.0,81781.0,sarah johnson,johnson.sarah@outlook.com,remax,sarah,johnson,johnson.sarah,outlook.com,0,1
